gene,gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,
Smp-340050,Smp_340050,5.43E-27,0.821099873,0.814,0.706,5.52E-23,NeoProgeny,Protein lunapark
Smp-145410,Smp_145410,1.17E-26,0.5035628,0.87,0.689,1.19E-22,NeoProgeny,Hypothetical protein
Smp-042140,Smp_042140,1.26E-26,0.505627088,0.924,0.83,1.28E-22,NeoProgeny,tegument-allergen-like protein (TAL7)
Smp-017430,Smp_017430,1.40E-26,0.507081061,0.978,0.972,1.42E-22,NeoProgeny,23 kDa integral membrane protein
Smp-247230,Smp_247230,7.96E-25,0.573587449,0.96,0.891,8.09E-21,NeoProgeny,"RNA-binding motif, single-stranded-interacting protein 3"
Smp-150750,Smp_150750,8.95E-25,0.774950333,0.954,0.867,9.09E-21,NeoProgeny,Centriolin
Smp-101970,Smp_101970,2.94E-23,0.96065173,0.728,0.556,2.98E-19,NeoProgeny,Cornifelin
Smp-000850,Smp_000850,9.87E-23,0.583354457,0.802,0.734,1.00E-18,NeoProgeny,DnaJ homolog subfamily C member 5
Smp-332360,Smp_332360,2.81E-22,0.577696387,0.898,0.864,2.85E-18,NeoProgeny,Hypothetical protein
Smp-194050,Smp_194050,5.14E-20,0.981066417,0.725,0.61,5.22E-16,NeoProgeny,Hypothetical protein
Smp-174490,Smp_174490,5.18E-20,0.556094778,0.909,0.795,5.26E-16,NeoProgeny,Hypothetical protein
Smp-158440,Smp_158440,2.46E-19,0.520729439,0.8,0.705,2.50E-15,NeoProgeny,Hypothetical protein
Smp-124300,Smp_124300,2.20E-18,0.670594114,0.886,0.747,2.23E-14,NeoProgeny,Lamin B receptor (ERG24)
Smp-246500,Smp_246500,9.98E-15,0.631724314,0.73,0.585,1.01E-10,NeoProgeny,Hypothetical protein
Smp-337610,Smp_337610,2.68E-13,0.585812746,0.825,0.703,2.72E-09,NeoProgeny,DNA repair protein RecO
Smp-035090,Smp_035090,1.25E-11,0.506463382,0.803,0.718,1.27E-07,NeoProgeny,Disks large-associated protein 1
Smp-171580,Smp_171580,2.63E-11,0.72627883,0.629,0.452,2.67E-07,NeoProgeny,Aromatic-L-amino-acid decarboxylase
Smp-127820,Smp_127820,1.80E-10,0.525320947,0.835,0.777,1.83E-06,NeoProgeny,Neuronal cell adhesion molecule
Smp-136160,Smp_136160,1.86E-09,0.533726797,0.635,0.567,1.89E-05,NeoProgeny,Tumor protein p73
Smp-028490,Smp_028490,1.93E-09,0.810861553,0.634,0.522,1.96E-05,NeoProgeny,1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon
Smp-041540,Smp_041540,5.17E-136,1.685895478,1,0.831,5.25E-132,S1_Progeny,Hypothetical protein
Smp-248100,Smp_248100,1.92E-134,1.368571518,0.998,0.783,1.95E-130,S1_Progeny,Ecdysone-induced protein 78C
Smp-076320,Smp_076320,1.11E-129,1.520850129,0.97,0.755,1.12E-125,S1_Progeny,Myb/SANT-like DNA-binding domain-containing protein 3
Smp-059980,Smp_059980,7.59E-125,1.416958181,0.995,0.779,7.71E-121,S1_Progeny,arginase
Smp-196950,Smp_196950,6.73E-124,0.920985736,0.989,0.732,6.84E-120,S1_Progeny,One cut domain family member 3
Smp-041980,Smp_041980,8.62E-118,0.829632491,1,0.97,8.76E-114,S1_Progeny,60S acidic ribosomal protein P1
Smp-333340,Smp_333340,1.74E-117,0.583549779,0.954,0.611,1.76E-113,S1_Progeny,Hypothetical protein
Smp-098960,Smp_098960,1.42E-116,0.741693738,1,0.984,1.44E-112,S1_Progeny,60S ribosomal protein L26
Smp-102040,Smp_102040,6.25E-115,0.823129249,1,0.96,6.34E-111,S1_Progeny,Guanine nucleotide-binding protein subunit beta-2-like 1
Smp-086470,Smp_086470,1.86E-114,1.084658148,0.949,0.698,1.89E-110,S1_Progeny,tegument-associated antigen (TAL8)
Smp-317460,Smp_317460,3.88E-113,0.62401419,0.966,0.785,3.94E-109,S1_Progeny,Cytoplasmic polyadenylation element-binding protein 1
Smp-097380,Smp_097380,4.98E-113,0.862285674,1,0.913,5.06E-109,S1_Progeny,"10 kDa heat shock protein, mitochondrial"
Smp-347110,Smp_347110,4.71E-112,0.763135848,1,0.952,4.78E-108,S1_Progeny,60S ribosomal protein L5
Smp-041650,Smp_041650,3.15E-106,0.684184304,1,0.934,3.20E-102,S1_Progeny,40S ribosomal protein S27
Smp-008545,Smp_008545,7.99E-105,0.813079101,0.999,0.918,8.11E-101,S1_Progeny,heat shock protein 60
Smp-314250,Smp_314250,8.27E-103,1.07030856,0.977,0.801,8.40E-99,S1_Progeny,E3 ubiquitin-protein ligase MARCH2
Smp-091640,Smp_091640,5.88E-102,0.591258749,1,0.98,5.98E-98,S1_Progeny,40S ribosomal protein S24
Smp-063350,Smp_063350,6.90E-100,0.744287203,1,0.972,7.00E-96,S1_Progeny,60S ribosomal protein L27
Smp-013200,Smp_013200,3.41E-99,0.657784082,1,0.975,3.47E-95,S1_Progeny,60S ribosomal protein L10
Smp-153790,Smp_153790,3.53E-99,0.718390687,0.998,0.947,3.58E-95,S1_Progeny,60S ribosomal protein L4
Smp-175580,Smp_175580,1.28E-98,0.597046429,0.954,0.68,1.30E-94,S1_Progeny,Hypothetical protein
Smp-180660,Smp_180660,1.88E-98,0.834092832,0.891,0.683,1.91E-94,S1_Progeny,Pseudouridylate synthase 7 homolog-like protein
Smp-128350,Smp_128350,4.81E-98,0.55613977,0.946,0.667,4.89E-94,S1_Progeny,Hypothetical protein
Smp-089860,Smp_089860,1.04E-96,0.566412269,0.971,0.684,1.06E-92,S1_Progeny,histone H3
Smp-066990,Smp_066990,4.73E-96,0.647678398,1,0.97,4.80E-92,S1_Progeny,40S rRNA protein homolog
Smp-175740,Smp_175740,3.21E-93,0.527494758,1,0.996,3.26E-89,S1_Progeny,60S ribosomal protein L14-B
Smp-007900,Smp_007900,7.99E-92,0.588202097,1,0.981,8.11E-88,S1_Progeny,60S ribosomal protein L23
Smp-027610,Smp_027610,1.58E-91,0.591818988,1,0.97,1.60E-87,S1_Progeny,40S ribosomal protein S3
Smp-011570,Smp_011570,3.79E-91,0.662699594,1,0.964,3.85E-87,S1_Progeny,40S ribosomal protein S4
Smp-039400,Smp_039400,7.97E-91,0.546703416,1,0.983,8.09E-87,S1_Progeny,eukaryotic translation initiation factor 5A
Smp-013470,Smp_013470,2.24E-90,0.617546697,1,0.97,2.27E-86,S1_Progeny,40S ribosomal protein S2
Smp-047200,Smp_047200,4.74E-90,0.636485846,1,0.957,4.82E-86,S1_Progeny,60S ribosomal protein L3
Smp-050280,Smp_050280,1.14E-89,0.685900066,1,0.953,1.16E-85,S1_Progeny,60S ribosomal protein L31
Smp-083410,Smp_083410,1.34E-89,0.725495459,0.999,0.912,1.36E-85,S1_Progeny,Elongation factor 1-gamma
Smp-084460,Smp_084460,2.61E-89,0.61481649,1,0.975,2.65E-85,S1_Progeny,60S ribosomal protein L28
Smp-053830,Smp_053830,1.77E-88,0.652607151,1,0.975,1.80E-84,S1_Progeny,40S ribosomal protein S14
Smp-342560,Smp_342560,2.45E-88,0.826993087,0.913,0.739,2.49E-84,S1_Progeny,G2/mitotic-specific cyclin-B3
Smp-050940,Smp_050940,2.72E-88,0.639149456,1,0.976,2.76E-84,S1_Progeny,60S ribosomal protein L11
Smp-108390,Smp_108390,3.46E-88,1.036651246,0.997,0.765,3.52E-84,S1_Progeny,Histone H2B.1/H2B.2
Smp-146430,Smp_146430,1.47E-87,0.847102459,0.915,0.744,1.49E-83,S1_Progeny,"Beta-1,4-galactosyltransferase 4"
Smp-322560,Smp_322560,1.55E-86,0.644393418,0.999,0.964,1.58E-82,S1_Progeny,60S ribosomal protein L32
Smp-244860,Smp_244860,3.95E-85,0.505100765,0.917,0.681,4.01E-81,S1_Progeny,Transmembrane protein 56-B
Smp-032260,Smp_032260,2.28E-84,0.617918577,0.999,0.963,2.31E-80,S1_Progeny,ribosomal protein L15
Smp-074780,Smp_074780,5.04E-84,0.587303009,1,0.977,5.12E-80,S1_Progeny,40S ribosomal protein S18
Smp-038510,Smp_038510,1.16E-83,0.657011183,1,0.925,1.18E-79,S1_Progeny,60S ribosomal protein L6
Smp-004990,Smp_004990,8.78E-83,0.690845128,0.998,0.909,8.91E-79,S1_Progeny,T-complex protein 1 subunit zeta
Smp-021140,Smp_021140,2.06E-82,0.567364271,1,0.989,2.09E-78,S1_Progeny,40S ribosomal protein S7
Smp-340900,Smp_340900,1.03E-81,0.617559931,0.999,0.969,1.04E-77,S1_Progeny,40S ribosomal protein S8
Smp-074190,Smp_074190,2.49E-81,0.788666,0.987,0.833,2.53E-77,S1_Progeny,Natterin-4
Smp-331190,Smp_331190,8.38E-81,0.725062467,0.871,0.679,8.51E-77,S1_Progeny,Acetylcholine receptor subunit alpha-type acr-5
Smp-210310,Smp_210310,2.08E-78,0.637628628,0.999,0.925,2.12E-74,S1_Progeny,60S ribosomal protein L7a
Smp-337330,Smp_337330,2.13E-78,0.634578669,0.998,0.915,2.17E-74,S1_Progeny,60S ribosomal protein L21
Smp-104660,Smp_104660,4.91E-78,0.648415207,0.998,0.899,4.99E-74,S1_Progeny,NHP2-like protein 1
Smp-127820,Smp_127820,6.21E-78,0.551152948,0.989,0.774,6.31E-74,S1_Progeny,Neuronal cell adhesion molecule
Smp-012750,Smp_012750,6.98E-78,0.544666383,1,0.987,7.09E-74,S1_Progeny,60S ribosomal protein L12
Smp-322220,Smp_322220,1.60E-77,0.636855039,1,0.928,1.63E-73,S1_Progeny,60S ribosomal protein L18a
Smp-089430,Smp_089430,7.32E-77,0.51909785,1,0.977,7.44E-73,S1_Progeny,Ubiquitin-60S ribosomal protein L40
Smp-346040,Smp_346040,1.34E-76,0.505266379,0.999,0.967,1.36E-72,S1_Progeny,60S ribosomal protein L19
Smp-044580,Smp_044580,1.66E-76,0.566265226,0.998,0.949,1.68E-72,S1_Progeny,60S ribosomal protein L30
Smp-022640,Smp_022640,1.23E-72,0.566056657,0.998,0.933,1.24E-68,S1_Progeny,60S ribosomal protein L13
Smp-085300,Smp_085300,4.38E-72,0.587884924,1,0.978,4.44E-68,S1_Progeny,60S ribosomal protein L22 2
Smp-018990,Smp_018990,5.87E-71,0.532736284,0.999,0.97,5.96E-67,S1_Progeny,60S ribosomal protein L9
Smp-017280,Smp_017280,2.80E-70,0.508074201,1,0.993,2.84E-66,S1_Progeny,Ubiquitin-40S ribosomal protein S27a
Smp-053130,Smp_053130,6.35E-70,0.58482439,1,0.949,6.45E-66,S1_Progeny,40S ribosomal protein S6
Smp-335050,Smp_335050,1.31E-69,0.662279244,0.961,0.889,1.33E-65,S1_Progeny,Sialic acid-binding Ig-like lectin 5
Smp-139720,Smp_139720,2.90E-69,0.702860442,0.986,0.859,2.95E-65,S1_Progeny,Zinc transporter SLC39A7
Smp-331870,Smp_331870,3.24E-69,0.634563949,0.99,0.827,3.30E-65,S1_Progeny,"Complement component 1 Q subcomponent-binding protein, mitochondrial"
Smp-162370,Smp_162370,4.04E-69,0.77204049,0.983,0.637,4.10E-65,S1_Progeny,"Histone H1, early embryonic"
Smp-145510,Smp_145510,4.26E-69,0.506448597,0.892,0.574,4.33E-65,S1_Progeny,Leucine-rich repeat protein soc-2 homolog
Smp-014650,Smp_014650,5.52E-68,0.614490973,0.997,0.911,5.60E-64,S1_Progeny,40S ribosomal protein S30-A
Smp-203630,Smp_203630,7.02E-68,0.614526755,0.999,0.914,7.13E-64,S1_Progeny,Hypothetical protein
Smp-179180,Smp_179180,1.66E-67,0.623198191,0.998,0.909,1.69E-63,S1_Progeny,40S ribosomal protein SA
Smp-066890,Smp_066890,1.74E-66,0.534692735,0.999,0.983,1.76E-62,S1_Progeny,40S ribosomal protein S10
Smp-076740,Smp_076740,6.76E-66,0.534380341,0.999,0.949,6.86E-62,S1_Progeny,40S ribosomal protein S15a
Smp-032760,Smp_032760,1.60E-65,0.534769253,1,0.992,1.62E-61,S1_Progeny,40S ribosomal protein S11
Smp-042140,Smp_042140,2.18E-65,0.70468375,0.997,0.83,2.22E-61,S1_Progeny,tegument-allergen-like protein (TAL7)
Smp-024850,Smp_024850,4.31E-65,0.521409498,1,0.958,4.37E-61,S1_Progeny,60S ribosomal protein L17
Smp-087760,Smp_087760,2.91E-64,0.559569365,0.995,0.915,2.96E-60,S1_Progeny,Ferritin 1 heavy chain
Smp-100380,Smp_100380,2.12E-63,0.537456766,0.982,0.756,2.16E-59,S1_Progeny,DNA replication complex GINS protein PSF2
Smp-138240,Smp_138240,2.97E-63,0.562014748,0.994,0.864,3.02E-59,S1_Progeny,Zinc finger protein 830
Smp-048660,Smp_048660,1.12E-62,0.602071541,0.991,0.787,1.14E-58,S1_Progeny,Nucleolar protein 56
Smp-061200,Smp_061200,1.13E-62,0.559744269,0.995,0.909,1.15E-58,S1_Progeny,60S ribosomal protein L35a
Smp-098330,Smp_098330,1.98E-62,0.600286171,0.997,0.863,2.01E-58,S1_Progeny,H/ACA ribonucleoprotein complex subunit 2
Smp-181410,Smp_181410,1.99E-62,0.640683084,0.987,0.764,2.02E-58,S1_Progeny,Protein-arginine kinase activator protein
Smp-158740,Smp_158740,1.10E-60,0.593436958,0.957,0.628,1.12E-56,S1_Progeny,Protein ECM11
Smp-341240,Smp_341240,1.59E-60,0.634780608,0.998,0.863,1.62E-56,S1_Progeny,Prohibitin
Smp-044280,Smp_044280,3.24E-60,0.73062983,0.957,0.708,3.29E-56,S1_Progeny,Probable mediator of RNA polymerase II transcription subunit 36b
Smp-046090,Smp_046090,4.95E-60,0.637123417,0.984,0.759,5.02E-56,S1_Progeny,T-complex protein 1 subunit theta
Smp-063420,Smp_063420,2.18E-59,0.595985182,0.998,0.925,2.21E-55,S1_Progeny,T-complex protein 1 subunit epsilon
Smp-002180,Smp_002180,2.27E-59,0.522418662,0.995,0.883,2.31E-55,S1_Progeny,Transcription factor BTF3
Smp-340420,Smp_340420,5.79E-59,0.579427662,0.974,0.756,5.88E-55,S1_Progeny,H/ACA ribonucleoprotein complex subunit 1
Smp-130850,Smp_130850,5.89E-59,0.512104294,0.995,0.926,5.98E-55,S1_Progeny,40S ribosomal protein S15-3
Smp-042090,Smp_042090,2.47E-58,0.527722292,0.999,0.97,2.51E-54,S1_Progeny,60S ribosomal protein L10a
Smp-068920,Smp_068920,8.26E-58,0.557242606,0.959,0.67,8.38E-54,S1_Progeny,H/ACA ribonucleoprotein complex subunit 4
Smp-031570,Smp_031570,6.63E-57,0.530710847,0.999,0.935,6.73E-53,S1_Progeny,60S ribosomal protein L18
Smp-337740,Smp_337740,8.72E-57,0.611193977,0.877,0.598,8.86E-53,S1_Progeny,Histone H2A type 1
Smp-135840,Smp_135840,3.76E-56,0.559551476,0.993,0.86,3.82E-52,S1_Progeny,Cytokinesis protein 3
Smp-099300,Smp_099300,3.79E-56,0.637468711,0.986,0.777,3.85E-52,S1_Progeny,"28S ribosomal protein S10, mitochondrial"
Smp-149900,Smp_149900,1.56E-55,0.507791372,0.994,0.908,1.59E-51,S1_Progeny,T-complex protein 1 subunit eta
Smp-060910,Smp_060910,2.27E-55,0.501575466,0.998,0.928,2.30E-51,S1_Progeny,Small nuclear ribonucleoprotein F
Smp-060090,Smp_060090,5.99E-54,0.511805698,1,0.95,6.08E-50,S1_Progeny,40S ribosomal protein S12
Smp-080730,Smp_080730,6.41E-54,0.650836658,0.989,0.67,6.51E-50,S1_Progeny,Cyclin-dependent kinase 1
Smp-337090,Smp_337090,1.90E-53,0.56542993,0.988,0.81,1.93E-49,S1_Progeny,Ribosomal biogenesis protein LAS1L
Smp-029820,Smp_029820,8.00E-53,0.522926892,0.997,0.912,8.12E-49,S1_Progeny,60S acidic ribosomal protein P2
Smp-034700,Smp_034700,1.65E-52,0.607163484,0.986,0.857,1.68E-48,S1_Progeny,"Protein SCO1 homolog, mitochondrial"
Smp-033700,Smp_033700,2.91E-52,0.555989338,0.959,0.653,2.96E-48,S1_Progeny,Deoxyribodipyrimidine photo-lyase
Smp-079240,Smp_079240,3.77E-52,0.614512718,0.99,0.795,3.83E-48,S1_Progeny,"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial"
Smp-028440,Smp_028440,2.89E-51,0.573666277,0.969,0.679,2.93E-47,S1_Progeny,Adenosylhomocysteinase A
Smp-248170,Smp_248170,2.64E-50,0.611062403,0.981,0.779,2.68E-46,S1_Progeny,Nucleolar protein 58
Smp-075210,Smp_075210,3.24E-50,0.521705588,0.989,0.842,3.29E-46,S1_Progeny,Prohibitin-2
Smp-246840,Smp_246840,5.32E-50,0.571124047,0.946,0.766,5.41E-46,S1_Progeny,Staphylococcal nuclease domain-containing protein 1
Smp-003970,Smp_003970,5.07E-49,0.512617471,0.983,0.822,5.15E-45,S1_Progeny,Elongation factor 1-delta
Smp-245030,Smp_245030,9.66E-49,0.612986422,0.956,0.641,9.81E-45,S1_Progeny,Importin subunit alpha-1
Smp-042560,Smp_042560,9.90E-49,0.567937959,0.964,0.75,1.01E-44,S1_Progeny,Mitochondrial import receptor subunit TOM40 homolog 1
Smp-196880,Smp_196880,1.20E-48,0.588557181,0.95,0.857,1.22E-44,S1_Progeny,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1"
Smp-302800,Smp_302800,1.68E-46,0.521832574,0.971,0.799,1.71E-42,S1_Progeny,"Tyrosine--tRNA ligase, cytoplasmic"
Smp-150690,Smp_150690,1.76E-46,0.54863623,0.993,0.863,1.79E-42,S1_Progeny,Proliferation-associated protein 2G4
Smp-003770,Smp_003770,1.67E-43,0.667200366,1,0.991,1.70E-39,S1_Progeny,histone H1
Smp-055800,Smp_055800,1.88E-43,0.502790121,0.936,0.65,1.91E-39,S1_Progeny,Pescadillo homolog
Smp-198420,Smp_198420,1.18E-42,0.519384544,0.992,0.842,1.20E-38,S1_Progeny,Eukaryotic translation initiation factor 6
Smp-074390,Smp_074390,1.70E-41,0.553523792,0.988,0.755,1.73E-37,S1_Progeny,Eukaryotic translation initiation factor 4E-binding protein 1
Smp-001410,Smp_001410,5.41E-41,0.63170573,0.966,0.77,5.49E-37,S1_Progeny,Glyoxalase domain-containing protein 4
Smp-018930,Smp_018930,6.77E-41,0.54902018,0.99,0.709,6.88E-37,S1_Progeny,Titin
Smp-086860,Smp_086860,3.66E-40,0.616745865,0.995,0.746,3.71E-36,S1_Progeny,Histone H2A
Smp-093450,Smp_093450,4.14E-39,0.536867771,0.952,0.736,4.20E-35,S1_Progeny,U3 small nucleolar RNA-associated protein 6 homolog
Smp-006000,Smp_006000,1.35E-35,0.506097443,0.985,0.765,1.37E-31,S1_Progeny,Eukaryotic translation initiation factor 3 subunit I
Smp-202260,Smp_202260,2.20E-161,3.742140224,1,0.833,2.23E-157,Neuron_1,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"
Smp-201600,Smp_201600,7.03E-161,2.339909634,1,0.999,7.14E-157,Neuron_1,Putative beta-lactamase HcpD
Smp-153580,Smp_153580,5.75E-158,3.098852194,0.993,0.771,5.84E-154,Neuron_1,Neuropeptide F
Smp-146640,Smp_146640,6.60E-158,3.108137834,0.994,0.561,6.70E-154,Neuron_1,LARGE xylosyl- and glucuronyltransferase 2
Smp-142900,Smp_142900,2.66E-147,2.768277148,0.979,0.431,2.70E-143,Neuron_1,Protein F37C4.5
Smp-136620,Smp_136620,1.32E-146,3.024414335,0.99,0.649,1.34E-142,Neuron_1,Cysteine-rich with EGF-like domain protein 2
Smp-055240,Smp_055240,1.91E-146,2.398680268,0.978,0.601,1.94E-142,Neuron_1,Protocadherin beta-11
Smp-174170,Smp_174170,9.17E-145,2.215059209,0.984,0.792,9.32E-141,Neuron_1,Homeobox protein meis3-A
Smp-169890,Smp_169890,3.85E-143,1.855114471,0.948,0.629,3.91E-139,Neuron_1,Hypothetical protein
Smp-153070,Smp_153070,1.10E-141,2.400115943,0.962,0.468,1.12E-137,Neuron_1,Sodium channel protein type 10 subunit alpha
Smp-247430,Smp_247430,3.03E-139,2.284669176,0.968,0.756,3.07E-135,Neuron_1,cadherin domain containing protein
Smp-194610,Smp_194610,1.98E-138,2.192534488,0.967,0.684,2.01E-134,Neuron_1,cAMP-dependent protein kinase catalytic subunit PRKX
Smp-345990,Smp_345990,4.17E-138,1.995506612,0.976,0.798,4.23E-134,Neuron_1,Hypothetical protein
Smp-345430,Smp_345430,1.88E-134,2.12859224,0.97,0.637,1.91E-130,Neuron_1,Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein
Smp-342040,Smp_342040,1.11E-132,1.543433523,0.946,0.537,1.13E-128,Neuron_1,Protein turtle homolog A
Smp-243970,Smp_243970,8.81E-132,2.0766314,0.977,0.718,8.95E-128,Neuron_1,Glypican-6
Smp-342060,Smp_342060,2.66E-131,2.01395456,0.977,0.758,2.70E-127,Neuron_1,Protocadherin-1
Smp-133580,Smp_133580,7.23E-131,2.000467593,0.956,0.691,7.34E-127,Neuron_1,Hypothetical protein
Smp-004710,Smp_004710,3.16E-130,3.050754489,0.99,0.814,3.21E-126,Neuron_1,Mu-conotoxin-like PnMKLT1-014
Smp-091000,Smp_091000,2.06E-129,1.592803775,0.924,0.513,2.09E-125,Neuron_1,Transmembrane protein 151 homolog
Smp-156500,Smp_156500,1.63E-128,1.510044651,0.948,0.75,1.65E-124,Neuron_1,Rap guanine nucleotide exchange factor 1
Smp-246790,Smp_246790,6.12E-127,2.053903678,0.975,0.731,6.22E-123,Neuron_1,Transient receptor potential cation channel subfamily M member 2
Smp-342680,Smp_342680,2.36E-124,1.50276031,0.929,0.612,2.40E-120,Neuron_1,Semaphorin-1A
Smp-173380,Smp_173380,2.79E-124,1.78692227,0.981,0.868,2.83E-120,Neuron_1,Inactive tyrosine-protein kinase 7
Smp-137750,Smp_137750,8.35E-123,1.8053653,0.981,0.687,8.48E-119,Neuron_1,Calbindin-32
Smp-342090,Smp_342090,2.10E-121,1.82446983,0.96,0.744,2.13E-117,Neuron_1,Neuropilin and tolloid-like protein 1
Smp-086830,Smp_086830,1.58E-119,1.607181231,0.967,0.728,1.60E-115,Neuron_1,Mechanosensory protein 2
Smp-068500,Smp_068500,1.82E-119,1.392283041,0.999,0.823,1.85E-115,Neuron_1,Hypothetical protein
Smp-141810,Smp_141810,5.42E-116,1.25296281,0.929,0.708,5.50E-112,Neuron_1,Hypothetical protein
Smp-150220,Smp_150220,1.14E-115,1.54116073,0.989,0.743,1.16E-111,Neuron_1,Receptor-type tyrosine-protein phosphatase N2
Smp-342500,Smp_342500,7.26E-115,1.591364633,0.919,0.694,7.37E-111,Neuron_1,Uncharacterized protein CG43867
Smp-321920,Smp_321920,1.39E-112,1.422057093,0.953,0.715,1.41E-108,Neuron_1,Hypothetical protein
Smp-346790,Smp_346790,2.29E-112,1.513204298,0.972,0.836,2.33E-108,Neuron_1,Hypothetical protein
Smp-145300,Smp_145300,1.59E-111,1.458881372,0.994,0.751,1.62E-107,Neuron_1,peptidylglycine alpha hydroxylating mono-oxygenase
Smp-162760,Smp_162760,2.15E-110,1.565994016,0.924,0.699,2.18E-106,Neuron_1,Homeobox protein prospero
Smp-045990,Smp_045990,2.66E-110,1.684633591,0.985,0.743,2.70E-106,Neuron_1,GTP-binding protein Di-Ras2
Smp-136760,Smp_136760,1.69E-108,1.484943693,0.982,0.781,1.72E-104,Neuron_1,Ribosomal RNA large subunit methyltransferase K/L
Smp-131630,Smp_131630,1.62E-106,0.756523507,0.884,0.612,1.65E-102,Neuron_1,"ankyrin repeat-containing protein kinase, putative"
Smp-073270,Smp_073270,8.19E-106,1.325293376,1,0.821,8.32E-102,Neuron_1,Neuroendocrine protein 7B2
Smp-008710,Smp_008710,2.70E-105,1.451997165,0.96,0.814,2.75E-101,Neuron_1,Immunoglobulin superfamily member 10
Smp-010820,Smp_010820,6.24E-105,1.39933979,0.989,0.803,6.34E-101,Neuron_1,peptidyl-alpha-hydroxyglycine alpha-amidating lyase
Smp-315720,Smp_315720,1.10E-104,0.759391318,0.905,0.751,1.12E-100,Neuron_1,Dopamine D2-like receptor
Smp-182620,Smp_182620,5.79E-104,1.366751626,0.986,0.768,5.88E-100,Neuron_1,Carboxypeptidase N catalytic chain
Smp-156150,Smp_156150,3.42E-102,1.16614774,0.956,0.799,3.47E-98,Neuron_1,Small conductance calcium-activated potassium channel protein
Smp-176080,Smp_176080,3.73E-102,1.042476533,0.993,0.953,3.78E-98,Neuron_1,Cell division cycle protein 123
Smp-050220,Smp_050220,3.91E-102,1.441393991,0.995,0.892,3.98E-98,Neuron_1,Putative complexin-1
Smp-344010,Smp_344010,4.92E-102,1.137879505,0.928,0.786,5.00E-98,Neuron_1,Protocadherin Fat 4
Smp-175900,Smp_175900,6.87E-99,1.476590785,0.976,0.785,6.98E-95,Neuron_1,Synaptotagmin-1
Smp-157620,Smp_157620,1.06E-98,0.908401057,0.909,0.772,1.08E-94,Neuron_1,Immunoglobulin superfamily DCC subclass member 4
Smp-334730,Smp_334730,6.00E-97,1.154748519,0.934,0.744,6.09E-93,Neuron_1,Glycine receptor subunit alpha-2
Smp-244320,Smp_244320,6.00E-97,1.160959608,0.925,0.64,6.10E-93,Neuron_1,Hypothetical protein
Smp-176950,Smp_176950,2.72E-96,0.929622358,0.863,0.576,2.77E-92,Neuron_1,Hypothetical protein
Smp-073280,Smp_073280,6.03E-96,1.419280253,0.962,0.786,6.13E-92,Neuron_1,Hypothetical protein
Smp-077980,Smp_077980,1.46E-95,1.277644921,0.969,0.784,1.48E-91,Neuron_1,Neuroendocrine convertase 2
Smp-125490,Smp_125490,2.05E-95,1.227007713,0.947,0.7,2.08E-91,Neuron_1,peptidase family M13 containing protein
Smp-245540,Smp_245540,3.49E-95,0.904930896,0.915,0.814,3.54E-91,Neuron_1,Nucleolar protein 4-like
Smp-318140,Smp_318140,2.46E-94,0.942064229,0.886,0.647,2.50E-90,Neuron_1,Protocadherin-11 X-linked
Smp-332490,Smp_332490,1.21E-93,1.736352055,0.882,0.492,1.23E-89,Neuron_1,Carbonic anhydrase-related protein 10
Smp-187800,Smp_187800,7.46E-93,0.989272054,0.89,0.724,7.57E-89,Neuron_1,UDP-N-acetylmuramoylalanine--D-glutamate ligase
Smp-069400,Smp_069400,1.31E-92,0.947256256,0.914,0.712,1.33E-88,Neuron_1,Regulator of G-protein signaling 3
Smp-315840,Smp_315840,1.74E-91,1.302466448,0.955,0.756,1.77E-87,Neuron_1,Kinase D-interacting substrate of 220 kDa
Smp-163840,Smp_163840,4.08E-91,1.222024173,0.97,0.798,4.14E-87,Neuron_1,Tumor protein p63-regulated gene 1-like protein
Smp-333500,Smp_333500,1.01E-90,1.100627281,0.913,0.823,1.02E-86,Neuron_1,Actin-binding LIM protein 1
